Date,Confirmed,Deaths,Recovered,Infected,CFR,Recovery_rate,Mortality_rate
0-11-30,1347,35,1179,133,2.59836674090572,87.5278396436526,3.59569647731568E-05
0-12-01,1351,35,1195,121,2.59067357512953,88.4529977794226,3.59569647731568E-05
0-12-02,1358,35,1201,122,2.57731958762887,88.4388807069219,3.59569647731568E-05
0-12-03,1361,35,1209,117,2.57163850110213,88.8317413666422,3.59569647731568E-05
0-12-04,1361,35,1220,106,2.57163850110213,89.6399706098457,3.59569647731568E-05
0-12-05,1365,35,1220,110,2.56410256410256,89.3772893772894,3.59569647731568E-05
0-12-06,1366,35,1220,111,2.56222547584187,89.311859443631,3.59569647731568E-05
0-12-07,1367,35,1224,108,2.56035113386979,89.5391367959034,3.59569647731568E-05
0-12-08,1377,35,1224,118,2.54175744371823,88.8888888888889,3.59569647731568E-05
0-12-09,1381,35,1225,121,2.53439536567705,88.7038377986966,3.59569647731568E-05
0-12-10,1385,35,1225,125,2.52707581227437,88.4476534296029,3.59569647731568E-05
0-12-11,1391,35,1238,118,2.51617541337168,89.000718907261,3.59569647731568E-05
0-12-12,1395,35,1238,122,2.5089605734767,88.7455197132616,3.59569647731568E-05
0-12-13,1397,35,1241,121,2.50536864710093,88.8332140300644,3.59569647731568E-05
0-12-14,1402,35,1246,121,2.49643366619116,88.8730385164051,3.59569647731568E-05
0-12-15,1405,35,1252,118,2.49110320284698,89.1103202846975,3.59569647731568E-05
0-12-16,1405,35,1252,118,2.49110320284698,89.1103202846975,3.59569647731568E-05
0-12-17,1407,35,1263,109,2.48756218905473,89.7654584221748,3.59569647731568E-05
0-12-18,1410,35,1266,109,2.4822695035461,89.7872340425532,3.59569647731568E-05
0-12-19,1411,35,1269,107,2.48051027639972,89.9362154500354,3.59569647731568E-05
0-12-20,1413,35,1269,109,2.47699929228592,89.8089171974522,3.59569647731568E-05
0-12-21,1414,35,1269,110,2.47524752475248,89.7454031117397,3.59569647731568E-05
0-12-22,1420,35,1281,104,2.46478873239437,90.2112676056338,3.59569647731568E-05
0-12-23,1421,35,1281,105,2.46305418719212,90.1477832512315,3.59569647731568E-05
0-12-24,1432,35,1281,116,2.44413407821229,89.4553072625698,3.59569647731568E-05
0-12-25,1439,35,1303,101,2.4322446143155,90.5489923558026,3.59569647731568E-05
0-12-26,1440,35,1303,102,2.43055555555556,90.4861111111111,3.59569647731568E-05
0-12-27,1441,35,1303,103,2.42886884108258,90.4233171408744,3.59569647731568E-05
0-12-28,1451,35,1303,113,2.41212956581668,89.8001378359752,3.59569647731568E-05
0-12-29,1454,35,1319,100,2.40715268225585,90.7152682255846,3.59569647731568E-05
0-12-30,1456,35,1323,98,2.40384615384615,90.8653846153846,3.59569647731568E-05
0-12-31,1465,35,1325,105,2.38907849829352,90.4436860068259,3.59569647731568E-05
1-01-01,1474,35,1325,114,2.37449118046133,89.8914518317503,3.59569647731568E-05
1-01-02,1482,35,1337,110,2.36167341430499,90.2159244264507,3.59569647731568E-05
1-01-03,1494,35,1339,120,2.34270414993307,89.6251673360107,3.59569647731568E-05
1-01-04,1497,35,1339,123,2.33800935203741,89.4455577822311,3.59569647731568E-05
1-01-05,1504,35,1339,130,2.32712765957447,89.0292553191489,3.59569647731568E-05
1-01-06,1505,35,1353,117,2.32558139534884,89.9003322259136,3.59569647731568E-05
1-01-07,1509,35,1353,121,2.3194168323393,89.662027833002,3.59569647731568E-05
1-01-08,1512,35,1357,120,2.31481481481481,89.7486772486772,3.59569647731568E-05
1-01-09,1513,35,1361,117,2.3132848645076,89.9537343027098,3.59569647731568E-05
1-01-10,1514,35,1361,118,2.31175693527081,89.8943196829591,3.59569647731568E-05
1-01-11,1515,35,1361,119,2.31023102310231,89.8349834983498,3.59569647731568E-05
1-01-12,1520,35,1361,124,2.30263157894737,89.5394736842105,3.59569647731568E-05
1-01-13,1521,35,1369,117,2.30111768573307,90.0065746219592,3.59569647731568E-05
1-01-14,1531,35,1369,127,2.28608752449379,89.4186806009144,3.59569647731568E-05
1-01-15,1536,35,1380,121,2.27864583333333,89.84375,3.59569647731568E-05
1-01-16,1537,35,1380,122,2.27716330513988,89.7852960312297,3.59569647731568E-05
1-01-17,1537,35,1380,122,2.27716330513988,89.7852960312297,3.59569647731568E-05
