Date,Japan,South Korea,Vietnam,Brazil,India,USA,Global
06/12/2020,"1,386595628","1,438641545","2,562225476","2,679487063","1,452620142","1,915694607","2,370119491"
07/12/2020,"1,398129341","1,424332344","2,560351134","2,676923044","1,452610686","1,901694891","2,364901399"
08/12/2020,"1,40102766","1,410022317","2,541757444","2,669049089","1,451953348","1,890964483","2,360769837"
09/12/2020,"1,40235733","1,406553943","2,534395366","2,660270148","1,451485768","1,884322951","2,356221154"
10/12/2020,"1,38916279","1,402442014","2,527075812","2,650697846","1,45134955","1,875678086","2,324193691"
11/12/2020,"1,395242713","1,384895534","2,516175413","2,639423764","1,451422262","1,868856955","2,319627256"
12/12/2020,"1,381035721","1,356217556","2,508960573","2,632553149","1,450934151","1,859006371","2,313922377"
13/12/2020,"1,373457559","1,34992181","2,505368647","2,628270959","1,450359669","1,847685881","2,307429199"
14/12/2020,"1,387738535","1,352447931","2,496433666","2,624963098","1,450702668","1,836035094","2,30336367"
15/12/2020,"1,397007881","1,346771709","2,491103203","2,622641439","1,450745715","1,831745971","2,302464425"
16/12/2020,"1,397063131","1,364820356","2,491103203","2,609646781","1,450812766","1,826782841","2,298258222"
17/12/2020,"1,393558523","1,357466063","2,487562189","2,599377197","1,450871977","1,821688941","2,293533943"
18/12/2020,"1,398171899","1,356804612","2,482269504","2,591799109","1,450692826","1,812508023","2,288790742"
19/12/2020,"1,396743134","1,35709252","2,480510276","2,583557403","1,45024191","1,807843001","2,284721754"
20/12/2020,"1,397099413","1,37969204","2,476999292","2,580112176","1,450043558","1,798503235","2,279114664"
21/12/2020,"1,408934024","1,403031481","2,475247525","2,578480507","1,450216553","1,78941627","2,275493012"
22/12/2020,"1,412149294","1,406279734","2,464788732","2,572258565","1,45007469","1,788653654","2,274944182"
23/12/2020,"1,420724903","1,412213027","2,463054187","2,568998212","1,449616932","1,785020165","2,27251012"
24/12/2020,"1,407702271","1,411356582","2,444134078","2,559043743","1,449632866","1,781996632","2,268234033"
25/12/2020,"1,405569148","1,418553898","2,432244614","2,557380218","1,448926052","1,780353015","2,265810307"
26/12/2020,"1,401584679","1,42073428","2,430555556","2,555584755","1,449000525","1,769154356","2,2606665"
27/12/2020,"1,400104782","1,419902913","2,428868841","2,553871211","1,448891742","1,762293573","2,257740292"
28/12/2020,"1,408488467","1,462750106","2,412129566","2,552621757","1,44902787","1,756832738","2,256014697"
29/12/2020,"1,405360244","1,470563632","2,407152682","2,547493895","1,448913074","1,757409209","2,256338656"
30/12/2020,"1,402251039","1,481725387","2,403846154","2,544558484","1,448745718","1,755621697","2,254142364"
31/12/2020,"1,396033264","1,484563454","2,389078498","2,539730142","1,448745718","1,752267286","2,250404683"
01/01/2021,"1,480750247","1,504960619","2,37449118","2,537614709","1,448412704","1,749591195","2,247821206"
02/01/2021,"1,475028604","1,52109291","2,361673414","2,536479099","1,447457445","1,736251827","2,241332977"
03/01/2021,"1,480270534","1,526515623","2,34270415","2,534580267","1,447216756","1,725785303","2,236063814"
04/01/2021,"1,479738562","1,549731452","2,338009352","2,535043679","1,446869336","1,720617468","2,233592877"
05/01/2021,"1,480847573","1,560363426","2,32712766","2,531650108","1,446891411","1,719039876","2,232449255"
06/01/2021,"1,47194254","1,568545122","2,325581395","2,527029413","1,44619509","1,716751891","2,229728915"
07/01/2021,"1,454224139","1,604857626","2,319416832","2,518289812","1,445923082","1,713135489","2,224605634"
08/01/2021,"1,441004994","1,617670848","2,314814815","2,51394236","1,445923082","1,708828007","2,221667408"
09/01/2021,"1,42216972","1,638413142","2,313284865","2,509052132","1,444927238","1,703734434","2,217327946"
10/01/2021,"1,407806993","1,649448737","2,311756935","2,505616356","1,44421371","1,69647207","2,212352882"
11/01/2021,"1,400529709","1,672624944","2,310231023","2,503562639","1,444073052","1,689707045","2,208664648"
12/01/2021,"1,400504825","1,687745684","2,302631579","2,497548391","1,443800644","1,692498083","2,210535786"
13/01/2021,"1,405602683","1,689571315","2,301117686","2,494557039","1,443356713","1,692995361","2,210889494"
14/01/2021,"1,39701481","1,708285959","2,286087524","2,487838608","1,443033572","1,692976093","2,209802987"
15/01/2021,"1,390186585","1,720969089","2,278645833","2,481041264","1,44261874","1,692031764","2,207857077"
16/01/2021,"1,377168849","1,72656898","2,277163305","2,475393726","1,442263841","1,69206322","2,207311292"
17/01/2021,"1,36794521","1,737958723","2,277163305","2,472249676","1,441754377","1,687367658","2,204366224"
18/01/2021,"1,365295511","1,754769883","2,274204029","2,470684711","1,441679756","1,683766556","2,202701791"
19/01/2021,"1,374237879","1,768274436","2,272727273","2,46669413","1,441328833","1,682763664","2,206414894"
20/01/2021,"1,378900343","1,7803512","2,266839378","2,463821082","1,440681233","1,68815591","2,209262229"
21/01/2021,"1,383583857","1,788263176","2,263906856","2,462204658","1,44024316","1,691876203","2,211990912"
22/01/2021,"1,394278419","1,790017673","2,260981912","2,458818449","1,439742007","1,69436004","2,213672622"
23/01/2021,"1,398897018","1,796654414","2,260981912","2,455067651","1,439190249","1,696165545","2,214846722"
24/01/2021,"1,399019948","1,800823612","2,260981912","2,453899152","1,438637027","1,694843103","2,214093703"
25/01/2021,"1,408523288","1,806919275","2,259522272","2,45354929","1,438506419","1,692497912","2,214323116"
26/01/2021,"1,421841657","1,802980544","2,25660864","2,450120649","1,438080469","1,698419936","2,219600937"
27/01/2021,"1,430878501","1,801731534","2,253702511","2,447082743","1,437662137","1,70368935","2,223475422"
28/01/2021,"1,444919662","1,807610311","2,119927317","2,445685561","1,436654015","1,708068702","2,226915348"
29/01/2021,"1,456869176","1,816313423","2,112251056","2,441911307","1,436179381","1,711035209","2,229201922"
30/01/2021,"1,467874756","1,815740682","1,980758347","2,440292144","1,435617923","1,71235699","2,231193173"
31/01/2021,"1,474500597","1,815101646","1,926252064","2,439006637","1,435188671","1,712119108","2,231227569"
01/02/2021,"1,488177244","1,820049718","1,891891892","2,438954887","1,434910686","1,711209731","2,231922918"
